20mm Poly Pipe,,40mm Poly Pipe,,63mm Poly Pipe,,90mm Poly Pipe,,110mm Poly Pipe,
kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h
0.5324,13.956,0.5324,97.532,,,,,,
0.5325,13.958,0.5325,97.54,,,,,,
0.5326,13.959,0.5326,97.549,,,,,,
0.5327,13.961,0.5327,97.558,,,,,,
0.5328,13.963,0.5328,97.566,,,,,,
0.5329,13.964,0.5329,97.575,,,,,,
0.533,13.966,0.533,97.583,,,,,,
0.5331,13.968,0.5331,97.592,,,,,,
0.5332,13.97,0.5332,97.601,,,,,,
0.5333,13.971,0.5333,97.609,,,,,,
0.5334,13.973,0.5334,97.618,,,,,,
0.5335,13.975,0.5335,97.627,,,,,,
0.5336,13.977,0.5336,97.635,,,,,,
0.5337,13.978,0.5337,97.644,,,,,,
0.5338,13.98,0.5338,97.652,,,,,,
0.5339,13.982,0.5339,97.661,,,,,,
0.534,13.983,0.534,97.67,,,,,,
0.5341,13.985,0.5341,97.678,,,,,,
0.5342,13.987,0.5342,97.687,,,,,,
0.5343,13.989,0.5343,97.695,,,,,,
0.5344,13.99,0.5344,97.704,,,,,,
0.5345,13.992,0.5345,97.713,,,,,,
0.5346,13.994,0.5346,97.721,,,,,,
0.5347,13.995,0.5347,97.73,,,,,,
0.5348,13.997,0.5348,97.738,,,,,,
0.5349,13.999,0.5349,97.747,,,,,,
0.535,14.001,0.535,97.756,,,,,,
0.5351,14.002,0.5351,97.764,,,,,,
0.5352,14.004,0.5352,97.773,,,,,,
0.5353,14.006,0.5353,97.782,,,,,,
0.5354,14.008,0.5354,97.79,,,,,,
0.5355,14.009,0.5355,97.799,,,,,,
0.5356,14.011,0.5356,97.807,,,,,,
0.5357,14.013,0.5357,97.816,,,,,,
0.5358,14.014,0.5358,97.825,,,,,,
0.5359,14.016,0.5359,97.833,,,,,,
0.536,14.018,0.536,97.842,,,,,,
0.5361,14.02,0.5361,97.85,,,,,,
0.5362,14.021,0.5362,97.859,,,,,,
0.5363,14.023,0.5363,97.868,,,,,,
0.5364,14.025,0.5364,97.876,,,,,,
0.5365,14.026,0.5365,97.885,,,,,,
0.5366,14.028,0.5366,97.894,,,,,,
0.5367,14.03,0.5367,97.902,,,,,,
0.5368,14.032,0.5368,97.911,,,,,,
0.5369,14.033,0.5369,97.919,,,,,,
0.537,14.035,0.537,97.928,,,,,,
0.5371,14.037,0.5371,97.937,,,,,,
0.5372,14.039,0.5372,97.945,,,,,,
0.5373,14.04,0.5373,97.954,,,,,,
0.5374,14.042,0.5374,97.962,,,,,,
0.5375,14.044,0.5375,97.971,,,,,,
0.5376,14.045,0.5376,97.98,,,,,,
0.5377,14.047,0.5377,97.988,,,,,,
0.5378,14.049,0.5378,97.997,,,,,,
0.5379,14.051,0.5379,98.005,,,,,,
0.538,14.052,0.538,98.014,,,,,,
0.5381,14.054,0.5381,98.023,,,,,,
0.5382,14.056,0.5382,98.031,,,,,,
0.5383,14.057,0.5383,98.04,,,,,,
0.5384,14.059,0.5384,98.049,,,,,,
0.5385,14.061,0.5385,98.057,,,,,,
0.5386,14.063,0.5386,98.066,,,,,,
0.5387,14.064,0.5387,98.074,,,,,,
0.5388,14.066,0.5388,98.083,,,,,,
0.5389,14.068,0.5389,98.092,,,,,,
0.539,14.07,0.539,98.1,,,,,,
0.5391,14.071,0.5391,98.109,,,,,,
0.5392,14.073,0.5392,98.117,,,,,,
0.5393,14.075,0.5393,98.126,,,,,,
0.5394,14.076,0.5394,98.135,,,,,,
0.5395,14.078,0.5395,98.143,,,,,,
0.5396,14.08,0.5396,98.152,,,,,,
0.5397,14.082,0.5397,98.161,,,,,,
0.5398,14.083,0.5398,98.169,,,,,,
0.5399,14.085,0.5399,98.178,,,,,,
0.54,14.087,0.54,98.186,,,,,,
0.5401,14.088,0.5401,98.195,,,,,,
0.5402,14.09,0.5402,98.204,,,,,,
0.5403,14.092,0.5403,98.212,,,,,,
0.5404,14.094,0.5404,98.221,,,,,,
0.5405,14.095,0.5405,98.229,,,,,,
0.5406,14.097,0.5406,98.238,,,,,,
0.5407,14.099,0.5407,98.247,,,,,,
0.5408,14.101,0.5408,98.255,,,,,,
0.5409,14.102,0.5409,98.264,,,,,,
0.541,14.104,0.541,98.272,,,,,,
0.5411,14.106,0.5411,98.281,,,,,,
0.5412,14.107,0.5412,98.29,,,,,,
0.5413,14.109,0.5413,98.298,,,,,,
0.5414,14.111,0.5414,98.307,,,,,,
0.5415,14.113,0.5415,98.316,,,,,,
0.5416,14.114,0.5416,98.324,,,,,,
0.5417,14.116,0.5417,98.333,,,,,,
0.5418,14.118,0.5418,98.341,,,,,,
0.5419,14.12,0.5419,98.35,,,,,,
0.542,14.121,0.542,98.359,,,,,,
0.5421,14.123,0.5421,98.367,,,,,,
0.5422,14.125,0.5422,98.376,,,,,,
0.5423,14.126,0.5423,98.384,,,,,,
0.5424,14.128,0.5424,98.393,,,,,,
0.5425,14.13,0.5425,98.402,,,,,,
0.5426,14.132,0.5426,98.41,,,,,,
0.5427,14.133,0.5427,98.419,,,,,,
0.5428,14.135,0.5428,98.428,,,,,,
0.5429,14.137,0.5429,98.436,,,,,,
0.543,14.138,0.543,98.445,,,,,,
0.5431,14.14,0.5431,98.453,,,,,,
0.5432,14.142,0.5432,98.462,,,,,,
0.5433,14.144,0.5433,98.471,,,,,,
0.5434,14.145,0.5434,98.479,,,,,,
0.5435,14.147,0.5435,98.488,,,,,,
0.5436,14.149,0.5436,98.496,,,,,,
0.5437,14.151,0.5437,98.505,,,,,,
0.5438,14.152,0.5438,98.514,,,,,,
0.5439,14.154,0.5439,98.522,,,,,,
0.544,14.156,0.544,98.531,,,,,,
0.5441,14.157,0.5441,98.539,,,,,,
0.5442,14.159,0.5442,98.548,,,,,,
0.5443,14.161,0.5443,98.557,,,,,,
0.5444,14.163,0.5444,98.565,,,,,,
0.5445,14.164,0.5445,98.574,,,,,,
0.5446,14.166,0.5446,98.583,,,,,,
0.5447,14.168,0.5447,98.591,,,,,,
0.5448,14.169,0.5448,98.6,,,,,,
0.5449,14.171,0.5449,98.608,,,,,,
0.545,14.173,0.545,98.617,,,,,,
0.5451,14.175,0.5451,98.626,,,,,,
0.5452,14.176,0.5452,98.634,,,,,,
0.5453,14.178,0.5453,98.643,,,,,,
0.5454,14.18,0.5454,98.651,,,,,,
0.5455,14.182,0.5455,98.66,,,,,,
0.5456,14.183,0.5456,98.669,,,,,,
0.5457,14.185,0.5457,98.677,,,,,,
0.5458,14.187,0.5458,98.686,,,,,,
0.5459,14.188,0.5459,98.695,,,,,,
0.546,14.19,0.546,98.703,,,,,,
0.5461,14.192,0.5461,98.712,,,,,,
0.5462,14.194,0.5462,98.72,,,,,,
0.5463,14.195,0.5463,98.729,,,,,,
0.5464,14.197,0.5464,98.738,,,,,,
0.5465,14.199,0.5465,98.746,,,,,,
0.5466,14.2,0.5466,98.755,,,,,,
0.5467,14.202,0.5467,98.763,,,,,,
0.5468,14.204,0.5468,98.772,,,,,,
0.5469,14.206,0.5469,98.781,,,,,,
0.547,14.207,0.547,98.789,,,,,,
0.5471,14.209,0.5471,98.798,,,,,,
0.5472,14.211,0.5472,98.806,,,,,,
0.5473,14.213,0.5473,98.815,,,,,,
0.5474,14.214,0.5474,98.824,,,,,,
0.5475,14.216,0.5475,98.832,,,,,,
0.5476,14.218,0.5476,98.841,,,,,,
0.5477,14.219,0.5477,98.85,,,,,,
0.5478,14.221,0.5478,98.858,,,,,,
0.5479,14.223,0.5479,98.867,,,,,,
0.548,14.225,0.548,98.875,,,,,,
0.5481,14.226,0.5481,98.884,,,,,,
0.5482,14.228,0.5482,98.893,,,,,,
0.5483,14.23,0.5483,98.901,,,,,,
0.5484,14.231,0.5484,98.91,,,,,,
0.5485,14.233,0.5485,98.918,,,,,,
0.5486,14.235,0.5486,98.927,,,,,,
0.5487,14.237,0.5487,98.936,,,,,,
0.5488,14.238,0.5488,98.944,,,,,,
0.5489,14.24,0.5489,98.953,,,,,,
0.549,14.242,0.549,98.962,,,,,,
0.5491,14.244,0.5491,98.97,,,,,,
0.5492,14.245,0.5492,98.979,,,,,,
0.5493,14.247,0.5493,98.987,,,,,,
0.5494,14.249,0.5494,98.996,,,,,,
0.5495,14.25,0.5495,99.005,,,,,,
0.5496,14.252,0.5496,99.013,,,,,,
0.5497,14.254,0.5497,99.022,,,,,,
0.5498,14.256,0.5498,99.03,,,,,,
0.5499,14.257,0.5499,99.039,,,,,,
0.55,14.259,0.55,99.048,,,,,,
0.5501,14.261,0.5501,99.056,,,,,,
0.5502,14.262,0.5502,99.065,,,,,,
0.5503,14.264,0.5503,99.073,,,,,,
0.5504,14.266,0.5504,99.082,,,,,,
0.5505,14.268,0.5505,99.091,,,,,,
0.5506,14.269,0.5506,99.099,,,,,,
0.5507,14.271,0.5507,99.108,,,,,,
0.5508,14.273,0.5508,99.117,,,,,,
0.5509,14.275,0.5509,99.125,,,,,,
0.551,14.276,0.551,99.134,,,,,,
0.5511,14.278,0.5511,99.142,,,,,,
0.5512,14.28,0.5512,99.151,,,,,,
0.5513,14.281,0.5513,99.16,,,,,,
0.5514,14.283,0.5514,99.168,,,,,,
0.5515,14.285,0.5515,99.177,,,,,,
0.5516,14.287,0.5516,99.185,,,,,,
0.5517,14.288,0.5517,99.194,,,,,,
0.5518,14.29,0.5518,99.203,,,,,,
0.5519,14.292,0.5519,99.211,,,,,,
0.552,14.293,0.552,99.22,,,,,,
0.5521,14.295,0.5521,99.229,,,,,,
0.5522,14.297,0.5522,99.237,,,,,,
0.5523,14.299,0.5523,99.246,,,,,,
0.5524,14.3,0.5524,99.254,,,,,,
0.5525,14.302,0.5525,99.263,,,,,,
0.5526,14.304,0.5526,99.272,,,,,,
0.5527,14.306,0.5527,99.28,,,,,,
0.5528,14.307,0.5528,99.289,,,,,,
0.5529,14.309,0.5529,99.297,,,,,,
0.553,14.311,0.553,99.306,,,,,,
0.5531,14.312,0.5531,99.315,,,,,,
0.5532,14.314,0.5532,99.323,,,,,,
0.5533,14.316,0.5533,99.332,,,,,,
0.5534,14.318,0.5534,99.34,,,,,,
0.5535,14.319,0.5535,99.349,,,,,,
0.5536,14.321,0.5536,99.358,,,,,,
0.5537,14.323,0.5537,99.366,,,,,,
0.5538,14.324,0.5538,99.375,,,,,,
0.5539,14.326,0.5539,99.384,,,,,,
0.554,14.328,0.554,99.392,,,,,,
0.5541,14.33,0.5541,99.401,,,,,,
0.5542,14.331,0.5542,99.409,,,,,,
0.5543,14.333,0.5543,99.418,,,,,,
0.5544,14.335,0.5544,99.427,,,,,,
0.5545,14.337,0.5545,99.435,,,,,,
0.5546,14.338,0.5546,99.444,,,,,,
0.5547,14.34,0.5547,99.452,,,,,,
0.5548,14.342,0.5548,99.461,,,,,,
0.5549,14.343,0.5549,99.47,,,,,,
0.555,14.345,0.555,99.478,,,,,,
0.5551,14.347,0.5551,99.487,,,,,,
0.5552,14.349,0.5552,99.496,,,,,,
0.5553,14.35,0.5553,99.504,,,,,,
0.5554,14.352,0.5554,99.513,,,,,,
0.5555,14.354,0.5555,99.521,,,,,,
0.5556,14.355,0.5556,99.53,,,,,,
0.5557,14.357,0.5557,99.539,,,,,,
0.5558,14.359,0.5558,99.547,,,,,,
0.5559,14.361,0.5559,99.556,,,,,,
0.556,14.362,0.556,99.564,,,,,,
0.5561,14.364,0.5561,99.573,,,,,,
0.5562,14.366,0.5562,99.582,,,,,,
0.5563,14.368,0.5563,99.59,,,,,,
0.5564,14.369,0.5564,99.599,,,,,,
0.5565,14.371,0.5565,99.607,,,,,,
0.5566,14.373,0.5566,99.616,,,,,,
0.5567,14.374,0.5567,99.625,,,,,,
0.5568,14.376,0.5568,99.633,,,,,,
0.5569,14.378,0.5569,99.642,,,,,,
0.557,14.38,0.557,99.651,,,,,,
0.5571,14.381,0.5571,99.659,,,,,,
0.5572,14.383,0.5572,99.668,,,,,,
0.5573,14.385,0.5573,99.676,,,,,,
0.5574,14.387,0.5574,99.685,,,,,,
0.5575,14.388,0.5575,99.694,,,,,,
0.5576,14.39,0.5576,99.702,,,,,,
0.5577,14.392,0.5577,99.711,,,,,,
0.5578,14.393,0.5578,99.719,,,,,,
0.5579,14.395,0.5579,99.728,,,,,,
0.558,14.397,0.558,99.737,,,,,,
0.5581,14.399,0.5581,99.745,,,,,,
0.5582,14.4,0.5582,99.754,,,,,,
0.5583,14.402,0.5583,99.763,,,,,,
0.5584,14.404,0.5584,99.771,,,,,,
0.5585,14.405,0.5585,99.78,,,,,,
0.5586,14.407,0.5586,99.788,,,,,,
0.5587,14.409,0.5587,99.797,,,,,,
0.5588,14.411,0.5588,99.806,,,,,,
0.5589,14.412,0.5589,99.814,,,,,,
0.559,14.414,0.559,99.823,,,,,,
0.5591,14.416,0.5591,99.831,,,,,,
0.5592,14.418,0.5592,99.84,,,,,,
0.5593,14.419,0.5593,99.849,,,,,,
0.5594,14.421,0.5594,99.857,,,,,,
0.5595,14.423,0.5595,99.866,,,,,,
0.5596,14.424,0.5596,99.874,,,,,,
0.5597,14.426,0.5597,99.883,,,,,,
0.5598,14.428,0.5598,99.892,,,,,,
0.5599,14.43,0.5599,99.9,,,,,,
0.56,14.431,0.56,99.909,,,,,,
0.5601,14.433,0.5601,99.918,,,,,,
0.5602,14.435,0.5602,99.926,,,,,,
0.5603,14.436,0.5603,99.935,,,,,,
0.5604,14.438,0.5604,99.943,,,,,,
0.5605,14.44,0.5605,99.952,,,,,,
0.5606,14.442,0.5606,99.961,,,,,,
0.5607,14.443,0.5607,99.969,,,,,,
0.5608,14.445,0.5608,99.978,,,,,,
0.5609,14.447,0.5609,99.986,,,,,,
0.561,14.449,0.561,99.995,,,,,,
0.5611,14.45,0.5611,100.004,,,,,,
0.5612,14.452,0.5612,100.012,,,,,,
0.5613,14.454,0.5613,100.021,,,,,,
0.5614,14.455,0.5614,100.029,,,,,,
0.5615,14.457,0.5615,100.038,,,,,,
0.5616,14.459,0.5616,100.047,,,,,,
0.5617,14.461,0.5617,100.055,,,,,,
0.5618,14.462,0.5618,100.064,,,,,,
0.5619,14.464,0.5619,100.073,,,,,,
0.562,14.466,0.562,100.081,,,,,,
0.5621,14.467,0.5621,100.09,,,,,,
0.5622,14.469,0.5622,100.098,,,,,,
0.5623,14.471,0.5623,100.107,,,,,,
0.5624,14.473,0.5624,100.116,,,,,,
0.5625,14.474,0.5625,100.124,,,,,,
0.5626,14.476,0.5626,100.133,,,,,,
0.5627,14.478,0.5627,100.141,,,,,,
0.5628,14.48,0.5628,100.15,,,,,,
0.5629,14.481,0.5629,100.159,,,,,,
0.563,14.483,0.563,100.167,,,,,,
0.5631,14.485,0.5631,100.176,,,,,,
0.5632,14.486,0.5632,100.185,,,,,,
0.5633,14.488,0.5633,100.193,,,,,,
0.5634,14.49,0.5634,100.202,,,,,,
0.5635,14.492,0.5635,100.21,,,,,,
0.5636,14.493,0.5636,100.219,,,,,,
0.5637,14.495,0.5637,100.228,,,,,,
0.5638,14.497,0.5638,100.236,,,,,,
0.5639,14.498,0.5639,100.245,,,,,,
0.564,14.5,0.564,100.253,,,,,,
0.5641,14.502,0.5641,100.262,,,,,,
0.5642,14.504,0.5642,100.271,,,,,,
0.5643,14.505,0.5643,100.279,,,,,,
0.5644,14.507,0.5644,100.288,,,,,,
0.5645,14.509,0.5645,100.296,,,,,,
0.5646,14.511,0.5646,100.305,,,,,,
0.5647,14.512,0.5647,100.314,,,,,,
0.5648,14.514,0.5648,100.322,,,,,,
0.5649,14.516,0.5649,100.331,,,,,,
0.565,14.517,0.565,100.34,,,,,,
0.5651,14.519,0.5651,100.348,,,,,,
0.5652,14.521,0.5652,100.357,,,,,,
0.5653,14.523,0.5653,100.365,,,,,,
0.5654,14.524,0.5654,100.374,,,,,,
0.5655,14.526,0.5655,100.383,,,,,,
0.5656,14.528,0.5656,100.391,,,,,,
0.5657,14.529,0.5657,100.4,,,,,,
0.5658,14.531,0.5658,100.408,,,,,,
0.5659,14.533,0.5659,100.417,,,,,,
0.566,14.535,0.566,100.426,,,,,,
0.5661,14.536,0.5661,100.434,,,,,,
0.5662,14.538,0.5662,100.443,,,,,,
0.5663,14.54,0.5663,100.452,,,,,,
0.5664,14.542,0.5664,100.46,,,,,,
0.5665,14.543,0.5665,100.469,,,,,,
0.5666,14.545,0.5666,100.477,,,,,,
0.5667,14.547,0.5667,100.486,,,,,,
0.5668,14.548,0.5668,100.495,,,,,,
0.5669,14.55,0.5669,100.503,,,,,,
0.567,14.552,0.567,100.512,,,,,,
0.5671,14.554,0.5671,100.52,,,,,,
0.5672,14.555,0.5672,100.529,,,,,,
0.5673,14.557,0.5673,100.538,,,,,,
0.5674,14.559,0.5674,100.546,,,,,,
0.5675,14.56,0.5675,100.555,,,,,,
0.5676,14.562,0.5676,100.563,,,,,,
0.5677,14.564,0.5677,100.572,,,,,,
0.5678,14.566,0.5678,100.581,,,,,,
0.5679,14.567,0.5679,100.589,,,,,,
0.568,14.569,0.568,100.598,,,,,,
0.5681,14.571,0.5681,100.607,,,,,,
0.5682,14.573,0.5682,100.615,,,,,,
0.5683,14.574,0.5683,100.624,,,,,,
0.5684,14.576,0.5684,100.632,,,,,,
0.5685,14.578,0.5685,100.641,,,,,,
0.5686,14.579,0.5686,100.65,,,,,,
0.5687,14.581,0.5687,100.658,,,,,,
0.5688,14.583,0.5688,100.667,,,,,,
0.5689,14.585,0.5689,100.675,,,,,,
0.569,14.586,0.569,100.684,,,,,,
0.5691,14.588,0.5691,100.693,,,,,,
0.5692,14.59,0.5692,100.701,,,,,,
0.5693,14.591,0.5693,100.71,,,,,,
0.5694,14.593,0.5694,100.719,,,,,,
0.5695,14.595,0.5695,100.727,,,,,,
0.5696,14.597,0.5696,100.736,,,,,,
0.5697,14.598,0.5697,100.744,,,,,,
0.5698,14.6,0.5698,100.753,,,,,,
0.5699,14.602,0.5699,100.762,,,,,,
0.57,14.604,0.57,100.77,,,,,,
0.5701,14.605,0.5701,100.779,,,,,,
0.5702,14.607,0.5702,100.787,,,,,,
0.5703,14.609,0.5703,100.796,,,,,,
0.5704,14.61,0.5704,100.805,,,,,,
0.5705,14.612,0.5705,100.813,,,,,,
0.5706,14.614,0.5706,100.822,,,,,,
0.5707,14.616,0.5707,100.83,,,,,,
0.5708,14.617,0.5708,100.839,,,,,,
0.5709,14.619,0.5709,100.848,,,,,,
0.571,14.621,0.571,100.856,,,,,,
0.5711,14.622,0.5711,100.865,,,,,,
0.5712,14.624,0.5712,100.874,,,,,,
0.5713,14.626,0.5713,100.882,,,,,,
0.5714,14.628,0.5714,100.891,,,,,,
0.5715,14.629,0.5715,100.899,,,,,,
0.5716,14.631,0.5716,100.908,,,,,,
0.5717,14.633,0.5717,100.917,,,,,,
0.5718,14.635,0.5718,100.925,,,,,,
0.5719,14.636,0.5719,100.934,,,,,,
0.572,14.638,0.572,100.942,,,,,,
0.5721,14.64,0.5721,100.951,,,,,,
0.5722,14.641,0.5722,100.96,,,,,,
0.5723,14.643,0.5723,100.968,,,,,,
0.5724,14.645,0.5724,100.977,,,,,,
0.5725,14.647,0.5725,100.986,,,,,,
0.5726,14.648,0.5726,100.994,,,,,,
0.5727,14.65,0.5727,101.003,,,,,,
0.5728,14.652,0.5728,101.011,,,,,,
0.5729,14.653,0.5729,101.02,,,,,,
0.573,14.655,0.573,101.029,,,,,,
0.5731,14.657,0.5731,101.037,,,,,,
0.5732,14.659,0.5732,101.046,,,,,,
0.5733,14.66,0.5733,101.054,,,,,,
0.5734,14.662,0.5734,101.063,,,,,,
0.5735,14.664,0.5735,101.072,,,,,,
0.5736,14.666,0.5736,101.08,,,,,,
0.5737,14.667,0.5737,101.089,,,,,,
0.5738,14.669,0.5738,101.097,,,,,,
0.5739,14.671,0.5739,101.106,,,,,,
0.574,14.672,0.574,101.115,,,,,,
0.5741,14.674,0.5741,101.123,,,,,,
0.5742,14.676,0.5742,101.132,,,,,,
0.5743,14.678,0.5743,101.141,,,,,,
0.5744,14.679,0.5744,101.149,,,,,,
0.5745,14.681,0.5745,101.158,,,,,,
0.5746,14.683,0.5746,101.166,,,,,,
0.5747,14.685,0.5747,101.175,,,,,,
0.5748,14.686,0.5748,101.184,,,,,,
0.5749,14.688,0.5749,101.192,,,,,,
0.575,14.69,0.575,101.201,,,,,,
0.5751,14.691,0.5751,101.209,,,,,,
0.5752,14.693,0.5752,101.218,,,,,,
0.5753,14.695,0.5753,101.227,,,,,,
0.5754,14.697,0.5754,101.235,,,,,,
0.5755,14.698,0.5755,101.244,,,,,,
0.5756,14.7,0.5756,101.253,,,,,,
0.5757,14.702,0.5757,101.261,,,,,,
0.5758,14.703,0.5758,101.27,,,,,,
0.5759,14.705,0.5759,101.278,,,,,,
0.576,14.707,0.576,101.287,,,,,,
0.5761,14.709,0.5761,101.296,,,,,,
0.5762,14.71,0.5762,101.304,,,,,,
0.5763,14.712,0.5763,101.313,,,,,,
0.5764,14.714,0.5764,101.321,,,,,,
0.5765,14.716,0.5765,101.33,,,,,,
0.5766,14.717,0.5766,101.339,,,,,,
0.5767,14.719,0.5767,101.347,,,,,,
0.5768,14.721,0.5768,101.356,,,,,,
0.5769,14.722,0.5769,101.364,,,,,,
0.577,14.724,0.577,101.373,,,,,,
0.5771,14.726,0.5771,101.382,,,,,,
0.5772,14.728,0.5772,101.39,,,,,,
0.5773,14.729,0.5773,101.399,,,,,,
0.5774,14.731,0.5774,101.408,,,,,,
0.5775,14.733,0.5775,101.416,,,,,,
0.5776,14.734,0.5776,101.425,,,,,,
0.5777,14.736,0.5777,101.433,,,,,,
0.5778,14.738,0.5778,101.442,,,,,,
0.5779,14.74,0.5779,101.451,,,,,,
0.578,14.741,0.578,101.459,,,,,,
0.5781,14.743,0.5781,101.468,,,,,,
0.5782,14.745,0.5782,101.476,,,,,,
0.5783,14.747,0.5783,101.485,,,,,,
0.5784,14.748,0.5784,101.494,,,,,,
0.5785,14.75,0.5785,101.502,,,,,,
0.5786,14.752,0.5786,101.511,,,,,,
0.5787,14.753,0.5787,101.52,,,,,,
0.5788,14.755,0.5788,101.528,,,,,,
0.5789,14.757,0.5789,101.537,,,,,,
0.579,14.759,0.579,101.545,,,,,,
0.5791,14.76,0.5791,101.554,,,,,,
0.5792,14.762,0.5792,101.563,,,,,,
0.5793,14.764,0.5793,101.571,,,,,,
0.5794,14.765,0.5794,101.58,,,,,,
0.5795,14.767,0.5795,101.588,,,,,,
0.5796,14.769,0.5796,101.597,,,,,,
0.5797,14.771,0.5797,101.606,,,,,,
0.5798,14.772,0.5798,101.614,,,,,,
0.5799,14.774,0.5799,101.623,,,,,,
0.58,14.776,0.58,101.631,,,,,,
0.5801,14.778,0.5801,101.64,,,,,,
0.5802,14.779,0.5802,101.649,,,,,,
0.5803,14.781,0.5803,101.657,,,,,,
0.5804,14.783,0.5804,101.666,,,,,,
0.5805,14.784,0.5805,101.675,,,,,,
0.5806,14.786,0.5806,101.683,,,,,,
0.5807,14.788,0.5807,101.692,,,,,,
0.5808,14.79,0.5808,101.7,,,,,,
0.5809,14.791,0.5809,101.709,,,,,,
0.581,14.793,0.581,101.718,,,,,,
0.5811,14.795,0.5811,101.726,,,,,,
0.5812,14.796,0.5812,101.735,,,,,,
0.5813,14.798,0.5813,101.743,,,,,,
0.5814,14.8,0.5814,101.752,,,,,,
0.5815,14.802,0.5815,101.761,,,,,,
0.5816,14.803,0.5816,101.769,,,,,,
0.5817,14.805,0.5817,101.778,,,,,,
0.5818,14.807,0.5818,101.787,,,,,,
0.5819,14.809,0.5819,101.795,,,,,,
0.582,14.81,0.582,101.804,,,,,,
0.5821,14.812,0.5821,101.812,,,,,,
0.5822,14.814,0.5822,101.821,,,,,,
0.5823,14.815,0.5823,101.83,,,,,,
0.5824,14.817,0.5824,101.838,,,,,,
0.5825,14.819,0.5825,101.847,,,,,,
0.5826,14.821,0.5826,101.855,,,,,,
0.5827,14.822,0.5827,101.864,,,,,,
0.5828,14.824,0.5828,101.873,,,,,,
0.5829,14.826,0.5829,101.881,,,,,,
0.583,14.827,0.583,101.89,,,,,,
0.5831,14.829,0.5831,101.898,,,,,,
0.5832,14.831,0.5832,101.907,,,,,,
0.5833,14.833,0.5833,101.916,,,,,,
0.5834,14.834,0.5834,101.924,,,,,,
0.5835,14.836,0.5835,101.933,,,,,,
0.5836,14.838,0.5836,101.942,,,,,,
0.5837,14.84,0.5837,101.95,,,,,,
0.5838,14.841,0.5838,101.959,,,,,,
0.5839,14.843,0.5839,101.967,,,,,,
0.584,14.845,0.584,101.976,,,,,,
0.5841,14.846,0.5841,101.985,,,,,,
0.5842,14.848,0.5842,101.993,,,,,,
0.5843,14.85,0.5843,102.002,,,,,,
0.5844,14.852,0.5844,102.01,,,,,,
0.5845,14.853,0.5845,102.019,,,,,,
0.5846,14.855,0.5846,102.028,,,,,,
0.5847,14.857,0.5847,102.036,,,,,,
0.5848,14.858,0.5848,102.045,,,,,,
0.5849,14.86,0.5849,102.054,,,,,,
0.585,14.862,0.585,102.062,,,,,,
0.5851,14.864,0.5851,102.071,,,,,,
0.5852,14.865,0.5852,102.079,,,,,,
0.5853,14.867,0.5853,102.088,,,,,,
0.5854,14.869,0.5854,102.097,,,,,,
0.5855,14.871,0.5855,102.105,,,,,,
0.5856,14.872,0.5856,102.114,,,,,,
0.5857,14.874,0.5857,102.122,,,,,,
0.5858,14.876,0.5858,102.131,,,,,,
0.5859,14.877,0.5859,102.14,,,,,,
0.586,14.879,0.586,102.148,,,,,,
0.5861,14.881,0.5861,102.157,,,,,,
0.5862,14.883,0.5862,102.165,,,,,,
0.5863,14.884,0.5863,102.174,,,,,,
0.5864,14.886,0.5864,102.183,,,,,,
0.5865,14.888,0.5865,102.191,,,,,,
0.5866,14.889,0.5866,102.2,,,,,,
0.5867,14.891,0.5867,102.209,,,,,,
0.5868,14.893,0.5868,102.217,,,,,,
0.5869,14.895,0.5869,102.226,,,,,,
0.587,14.896,0.587,102.234,,,,,,
0.5871,14.898,0.5871,102.243,,,,,,
0.5872,14.9,0.5872,102.252,,,,,,
0.5873,14.902,0.5873,102.26,,,,,,
0.5874,14.903,0.5874,102.269,,,,,,
0.5875,14.905,0.5875,102.277,,,,,,
0.5876,14.907,0.5876,102.286,,,,,,
0.5877,14.908,0.5877,102.295,,,,,,
0.5878,14.91,0.5878,102.303,,,,,,
0.5879,14.912,0.5879,102.312,,,,,,
0.588,14.914,0.588,102.321,,,,,,
0.5881,14.915,0.5881,102.329,,,,,,
0.5882,14.917,0.5882,102.338,,,,,,
0.5883,14.919,0.5883,102.346,,,,,,
0.5884,14.92,0.5884,102.355,,,,,,
0.5885,14.922,0.5885,102.364,,,,,,
0.5886,14.924,0.5886,102.372,,,,,,
0.5887,14.926,0.5887,102.381,,,,,,
0.5888,14.927,0.5888,102.389,,,,,,
0.5889,14.929,0.5889,102.398,,,,,,
0.589,14.931,0.589,102.407,,,,,,
0.5891,14.933,0.5891,102.415,,,,,,
0.5892,14.934,0.5892,102.424,,,,,,
0.5893,14.936,0.5893,102.432,,,,,,
0.5894,14.938,0.5894,102.441,,,,,,
0.5895,14.939,0.5895,102.45,,,,,,
0.5896,14.941,0.5896,102.458,,,,,,
0.5897,14.943,0.5897,102.467,,,,,,
0.5898,14.945,0.5898,102.476,,,,,,
0.5899,14.946,0.5899,102.484,,,,,,
0.59,14.948,0.59,102.493,,,,,,
0.5901,14.95,0.5901,102.501,,,,,,
0.5902,14.952,0.5902,102.51,,,,,,
0.5903,14.953,0.5903,102.519,,,,,,
0.5904,14.955,0.5904,102.527,,,,,,
0.5905,14.957,0.5905,102.536,,,,,,
0.5906,14.958,0.5906,102.544,,,,,,
